period,age,value,measure,unit_type,source,details,prior_age,ldf,weight,interval
2008,135,19019593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,123,1.0,19019593.54,123-135
2008,147,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,135,1.0001,19019593.54,135-147
2008,159,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,147,1.0,19021593.54,147-159
2008,171,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,159,1.0,19021593.54,159-171
2008,183,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,171,1.0,19021593.54,171-183
2008,195,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,183,1.0,19021593.54,183-195
2008,207,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,195,1.0,19021593.54,195-207
2008,219,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,207,1.0,19021593.54,207-219
2009,15,7509686.74,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,,,,
2009,27,16632782.7,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,15,2.2148,7509686.74,15-27
2009,39,21028628.96,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,27,1.2643,16632782.7,27-39
2009,51,19943794.69,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,39,0.9484,21028628.96,39-51
2009,63,23163231.75,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,51,1.1614,19943794.69,51-63
2009,75,22904275.29,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,63,0.9888,23163231.75,63-75
2009,87,22723081.24,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,75,0.9921,22904275.29,75-87
2009,99,22713704.56,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,87,0.9996,22723081.24,87-99
2009,111,22713139.33,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,99,1.0,22713704.56,99-111
2009,123,22600702.14,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,111,0.995,22713139.33,111-123
2009,135,22603725.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,123,1.0001,22600702.14,123-135
2009,147,22603725.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,135,1.0,22603725.95,135-147
2009,159,22606475.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,147,1.0001,22603725.95,147-159
2009,171,22621475.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,159,1.0007,22606475.95,159-171
2009,183,22616494.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,171,0.9998,22621475.95,171-183
2009,195,22616494.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,183,1.0,22616494.99,183-195
2009,207,22616494.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,195,1.0,22616494.99,195-207
2010,15,12392847.53,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,,,,
2010,27,23182803.55,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,15,1.8707,12392847.53,15-27
2010,39,24552481.64,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,27,1.0591,23182803.55,27-39
2010,51,22204626.88,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,39,0.9044,24552481.64,39-51
2010,63,21314879.29,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,51,0.9599,22204626.88,51-63
2010,75,21126911.96,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,63,0.9912,21314879.29,63-75
2010,87,20925739.11,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,75,0.9905,21126911.96,75-87
2010,99,20834126.82,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,87,0.9956,20925739.11,87-99
2010,111,20844299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,99,1.0005,20834126.82,99-111
2010,123,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,111,1.0,20844299.02,111-123
2010,135,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,123,1.0,20845299.02,123-135
2010,147,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,135,1.0,20845299.02,135-147
2010,159,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,147,1.0,20845299.02,147-159
2010,171,20845995.72,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,159,1.0,20845299.02,159-171
2010,183,20845995.72,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,171,1.0,20845995.72,171-183
2010,195,20845995.72,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,183,1.0,20845995.72,183-195
2011,15,17415216.61,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,,,,
2011,27,23667119.66,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,15,1.359,17415216.61,15-27
2011,39,30613987.35,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,27,1.2935,23667119.66,27-39
2011,51,30787468.39,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,39,1.0057,30613987.35,39-51
2011,63,28742887.18,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,51,0.9336,30787468.39,51-63
2011,75,26709255.92,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,63,0.9292,28742887.18,63-75
2011,87,27102858.96,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,75,1.0147,26709255.92,75-87
2011,99,27810986.48,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,87,1.0261,27102858.96,87-99
2011,111,29001688.73,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,99,1.0428,27810986.48,99-111
2011,123,29012697.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,111,1.0004,29001688.73,111-123
2011,135,29163781.52,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,123,1.0052,29012697.99,123-135
2011,147,29144749.09,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,135,0.9993,29163781.52,135-147
2011,159,28400918.83,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,147,0.9745,29144749.09,147-159
2011,171,28400918.83,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,159,1.0,28400918.83,159-171
2011,183,28400918.83,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,171,1.0,28400918.83,171-183
2012,15,16015297.01,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,,,,
2012,27,21694772.26,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,15,1.3546,16015297.01,15-27
2012,39,25423181.98,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,27,1.1719,21694772.26,27-39
2012,51,24990989.4,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,39,0.983,25423181.98,39-51
2012,63,23922242.41,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,51,0.9572,24990989.4,51-63
2012,75,23999862.81,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,63,1.0032,23922242.41,63-75
2012,87,23623128.73,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,75,0.9843,23999862.81,75-87
2012,99,23546982.04,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,87,0.9968,23623128.73,87-99
2012,111,23444813.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,99,0.9957,23546982.04,99-111
2012,123,23463805.24,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,111,1.0008,23444813.54,111-123
2012,135,23593805.24,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,123,1.0055,23463805.24,123-135
2012,147,23583521.66,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,135,0.9996,23593805.24,135-147
2012,159,23583521.66,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,147,1.0,23583521.66,147-159
2012,171,23629510.91,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,159,1.002,23583521.66,159-171
2013,15,16650591.16,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,,,,
2013,27,22495899.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,15,1.3511,16650591.16,15-27
2013,39,28280995.74,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,27,1.2572,22495899.02,27-39
2013,51,27024776.79,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,39,0.9556,28280995.74,39-51
2013,63,27575284.31,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,51,1.0204,27024776.79,51-63
2013,75,26653624.81,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,63,0.9666,27575284.31,63-75
2013,87,25835549.45,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,75,0.9693,26653624.81,75-87
2013,99,25969276.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,87,1.0052,25835549.45,87-99
2013,111,25964179.09,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,99,0.9998,25969276.99,99-111
2013,123,25983092.67,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,111,1.0007,25964179.09,111-123
2013,135,26034726.12,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet,123,1.002,25983092.67,123-135
