period,age,value,measure,unit_type,source,details
2008,159,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2008,171,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2008,183,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2008,195,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2008,207,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2008,219,19021593.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,15,7509686.74,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,27,16632782.7,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,39,21028628.96,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,51,19943794.69,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,63,23163231.75,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,75,22904275.29,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,87,22723081.24,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,99,22713704.56,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,111,22713139.33,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,123,22600702.14,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,135,22603725.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,147,22603725.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,159,22606475.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,171,22621475.95,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,183,22616494.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,195,22616494.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2009,207,22616494.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,15,12392847.53,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,27,23182803.55,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,39,24552481.64,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,51,22204626.88,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,63,21314879.29,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,75,21126911.96,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,87,20925739.11,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,99,20834126.82,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,111,20844299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,123,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,135,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,147,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,159,20845299.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,171,20845995.72,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,183,20845995.72,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2010,195,20845995.72,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,15,17415216.61,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,27,23667119.66,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,39,30613987.35,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,51,30787468.39,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,63,28742887.18,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,75,26709255.92,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,87,27102858.96,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,99,27810986.48,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,111,29001688.73,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,123,29012697.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,135,29163781.52,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,147,29144749.09,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,159,28400918.83,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,171,28400918.83,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2011,183,28400918.83,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,15,16015297.01,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,27,21694772.26,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,39,25423181.98,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,51,24990989.4,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,63,23922242.41,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,75,23999862.81,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,87,23623128.73,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,99,23546982.04,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,111,23444813.54,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,123,23463805.24,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,135,23593805.24,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,147,23583521.66,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,159,23583521.66,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2012,171,23629510.91,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,15,16650591.16,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,27,22495899.02,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,39,28280995.74,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,51,27024776.79,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,63,27575284.31,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,75,26653624.81,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,87,25835549.45,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,99,25969276.99,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,111,25964179.09,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,123,25983092.67,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,135,26034726.12,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,147,26049628.22,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2013,159,25861582.84,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,15,15294156.91,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,27,23521791.63,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,39,31044987.13,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,51,32998993.64,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,63,33778320.92,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,75,32699248.52,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,87,32477163.28,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,99,32319225.47,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
2014,111,32355999.59,Incurred Loss,Dollars,C:\Users\super\Documents\actuarial\cas-rfp\spec-only\claude-code\demo\demo2-make-selections\output\chain-ladder\scripts\..\..\..\data\Claude Agent Triangles 5 Demo Data.xlsx - Sheet: Inc,Demo data - Inc sheet
