period,measure,current_age,actual,cdf,pct_developed,ultimate_cl,ibnr_cl,ultimate_ie,ibnr_ie,ultimate_bf,ibnr_bf
2006,Exposure,,349306180.7,,,,,,,,
2006,Incurred Loss,227,1517636.7926600005,1.0301555051999998,0.9707272299688916,1563401.89685277,45765.10419276962,1746530.9035,228894.1108399995,1568762.59015038,51125.797490379475
2006,Paid Loss,227,1462141.0278560002,1.0257567539726995,0.9748899981667728,1499801.0345838775,37660.006727877306,1746530.9035,284389.8756439998,1505996.4220446732,43855.39418867296
2006,Reported Count,227,497.4892,1.0,1.0,497.4892,0.0,606.7448358759,109.2556358759,497.4892,0.0
2007,Closed Count,,,,,,,550.471610298,,,
2007,Exposure,,356292304.4,,,,,,,,
2007,Incurred Loss,215,4810774.614816,1.0301555051999998,0.9707272299688916,4955845.953729111,145071.33891311102,2850338.4352,-1960436.179616,4894211.916340439,83437.30152443897
2007,Paid Loss,215,4790693.153152,1.0305778107163712,0.970329449752934,4937182.061589298,146488.90843729768,2850338.4352,-1940354.7179520004,4875264.262914745,84571.10976274507
2007,Reported Count,215,476.3756,1.0,1.0,476.3756,0.0,550.471610298,74.09601029799995,476.3756,0.0
2008,Closed Count,,,,,,,444.096979911,,,
2008,Exposure,,363418150.5,,,,,,,,
2008,Incurred Loss,203,1378427.9395479984,1.0322158162103998,0.9687896506675564,1422835.1207077568,44407.18115975848,2543927.0535,1165499.1139520016,1457824.7915639873,79396.85201598893
2008,Paid Loss,203,1378427.9395479984,1.0327420241188756,0.9682960280939368,1423560.4603908109,45132.52084281249,2543927.0535,1165499.1139520016,1459080.5313832366,80652.59183523819
2008,Reported Count,203,328.58040000000005,1.0,1.0,328.58040000000005,0.0,444.096979911,115.5165799109999,328.58040000000005,0.0
2009,Closed Count,,,,,,,384.4019144995,,,
2009,Exposure,,370686513.5,,,,,,,,
2009,Incurred Loss,191,1169581.0892560005,1.040060656413599,0.9614823845450144,1216435.275420528,46854.18616452743,2594805.5945,1425224.5052439997,1269526.8133253967,99945.72406939618
2009,Paid Loss,191,1169581.0892560005,1.0446185573962428,0.9572872250063637,1221766.1102165296,52185.0209605291,2594805.5945,1425224.5052439997,1280412.4367661078,110831.3475101073
2009,Reported Count,191,321.98240000000004,1.0,1.0,321.98240000000004,0.0,384.4019144995,62.41951449949994,321.98240000000004,0.0
2010,Closed Count,,,,,,,314.2013025147,,,
2010,Exposure,,378100243.7,,,,,,,,
2010,Incurred Loss,179,1277672.0720840006,1.043804874776688,0.9580334640743466,1333640.3372073115,55968.265123310965,1134300.7311,-143371.3409840006,1325274.7444662035,47602.67238220302
2010,Paid Loss,179,1277672.0720840006,1.0609146068916242,0.9425829312784202,1355500.9640914043,77828.89200740377,1134300.7311,-143371.3409840006,1342800.2951125074,65128.22302850692
2010,Reported Count,179,271.8376,1.0,1.0,271.8376,0.0,314.2013025147,42.36370251469998,271.8376,0.0
2011,Closed Count,,,,,,,319.3283418408,,,
2011,Exposure,,385662248.6,,,,,,,,
2011,Incurred Loss,167,1916081.580416,1.0658291576344758,0.938236670330376,2042215.6168137204,126134.03639772044,1542648.9944000002,-373432.5860159998,2011360.718821641,95279.13840564108
2011,Paid Loss,167,1892658.297732,1.0760856857701744,0.929294026696658,2036662.50224355,144004.20451155002,1542648.9944000002,-350009.3033319998,2001732.796346474,109074.49861447388
2011,Reported Count,167,345.7352,1.0,1.0,345.7352,0.0,319.3283418408,-26.4068581592,345.7352,0.0
2012,Closed Count,,,,,,,298.96537513600003,,,
2012,Exposure,,393375493.6,,,,,,,,
2012,Incurred Loss,155,1363753.380531999,1.0662554892975296,0.937861525720088,1454109.5280403066,90356.1475083076,1573501.9744000002,209748.59386800116,1461528.3924976443,97775.01196564522
2012,Paid Loss,155,1194236.878339999,1.0905052339594947,0.9170061443622044,1302321.566417217,108084.68807721812,1573501.9744000002,379265.0960600013,1324827.8740491387,130590.99570913996
2012,Reported Count,155,261.2808,1.0,1.0,261.2808,0.0,298.96537513600003,37.68457513600004,261.2808,0.0
2013,Closed Count,,,,,,,305.7471685908,,,
2013,Exposure,,401243003.4,,,,,,,,
2013,Incurred Loss,143,708529.9908599999,1.0686012513739842,0.9358027596488604,757136.0348689934,48606.04400899354,1203729.0102,495199.01934,785806.0714454487,77276.08058544877
2013,Paid Loss,143,708529.9908599999,1.109589075553786,0.9012345399137144,786177.1375604798,77647.1467004799,1203729.0102,495199.01934,827416.8403716121,118886.84951161218
2013,Reported Count,143,291.63160000000005,1.0,1.0,291.63160000000005,0.0,305.7471685908,14.11556859079991,291.63160000000005,0.0
2014,Closed Count,,,,,,,341.329398159,,,
2014,Exposure,,409267863.5,,,,,,,,
2014,Incurred Loss,131,1389603.684732,1.1060022951720736,0.904157255699382,1536904.8646931627,147301.17996116262,1227803.5905,-161800.09423200018,1507279.7503076722,117676.0655756722
2014,Paid Loss,131,1389603.684732,1.1305603090817524,0.8845171654860285,1571030.771311752,181427.08657975192,1227803.5905,-161800.09423200018,1531393.9235893716,141790.23885737147
2014,Reported Count,131,455.26200000000006,1.0,1.0,455.26200000000006,0.0,341.329398159,-113.93260184100006,455.26200000000006,0.0
2015,Closed Count,,,,,,,367.358834304,,,
2015,Exposure,,417453220.8,,,,,,,,
2015,Incurred Loss,119,3382963.2580760014,1.1150715139924845,0.8968034672677864,3772245.961963755,389282.70388775365,1669812.8832,-1713150.3748760014,3555282.1579338224,172318.89985782083
2015,Paid Loss,119,3364231.2985480013,1.139943959647131,0.8772361058078236,3835035.147635618,470803.8490876169,1669812.8832,-1694418.4153480013,3569224.030661899,204992.73211389777
2015,Reported Count,119,333.85880000000003,1.0,1.0,333.85880000000003,0.0,367.358834304,33.500034304,333.85880000000003,0.0
2016,Closed Count,,,,,,,401.5315549436,,,
2016,Exposure,,425802285.2,,,,,,,,
2016,Incurred Loss,107,2506323.643367999,1.16915248242112,0.8553204265787185,2930274.5093944413,423950.8660264425,2554813.7112,48490.06783200102,2875953.001275256,369629.3579072569
2016,Paid Loss,107,2462208.676391999,1.236497213029243,0.8087361535980673,3044514.166255128,582305.4898631293,2554813.7112,92605.03480800102,2950852.1736365072,488643.4972445085
2016,Reported Count,107,390.6016,0.9977,1.0023053021950483,389.70321632,-0.8983836799999949,401.5315549436,10.929954943599968,389.6759484250074,-0.9256515749926462
2017,Closed Count,,,,,,,351.797848029,,,
2017,Exposure,,434318330.9,,,,,,,,
2017,Incurred Loss,95,1205811.8289160004,1.1862221086644682,0.8430124448834206,1430360.650349297,224548.82143329663,2605909.9854,1400098.1564839997,1614907.2663778274,409095.437461827
2017,Paid Loss,95,1205811.8289160004,1.2567757673229227,0.7956868886246233,1515435.0865329632,309623.2576169628,2605909.9854,1400098.1564839997,1738233.4059972367,532421.5770812364
2017,Reported Count,95,310.10600000000005,0.9977,1.0023053021950483,309.39275620000006,-0.7132437999999865,351.797848029,41.69184802899992,309.29499964872554,-0.811000351274529
2018,Closed Count,,,,,,,349.5307063275,,,
2018,Exposure,,443004697.5,,,,,,,,
2018,Incurred Loss,83,2395448.423304001,1.193932552370787,0.8375682512502938,2860003.850107924,464555.4268039228,2215023.4875,-180424.93580400103,2755238.561900299,359790.138596298
2018,Paid Loss,83,2395448.423304001,1.2979980124911146,0.7704172043228344,3109287.292473567,713838.8691695663,2215023.4875,-180424.93580400103,2903979.708054836,508531.2847508351
2018,Reported Count,83,325.94120000000004,0.99700161,1.0030074073802149,324.963901165332,-0.9772988346680336,349.5307063275,23.589506327499976,324.890018774179,-1.0511812258210425
2019,Closed Count,,,,,,,337.5429992505,,,
2019,Exposure,,451864791.5,,,,,,,,
2019,Incurred Loss,71,2599882.874292,1.2978046844270454,0.7705319698714755,3374140.1732178084,774257.2989258086,2259323.9575,-340558.9167919997,3118325.4922417067,518442.61794970714
2019,Paid Loss,71,2395189.8344880007,1.4664781545124612,0.6819058278658474,3512493.568186971,1117303.7336989702,2259323.9575,-135865.8769880007,3113867.6183318207,718677.7838438199
2019,Reported Count,71,357.6116,0.99700161,1.0030074073802149,356.539340954676,-1.0722590453240173,337.5429992505,-20.068600749500035,356.5964706929142,-1.0151293070858183
2020,Closed Count,,,,,,,358.1209218321,,,
2020,Exposure,,460902087.3,,,,,,,,
2020,Incurred Loss,59,978899.509468,1.431089225517703,0.6987684500512157,1400892.5408642197,421993.0313962196,1843608.3492,864708.839732,1534252.5099960356,555353.0005280356
2020,Paid Loss,59,976050.862556,1.6412823505303469,0.6092796889437522,1601975.053933084,625924.191377084,1843608.3492,867557.486644,1696386.0902213196,720335.2276653196
2020,Reported Count,59,370.8076,0.996204008712,1.0038104557448106,369.4000175808758,-1.4075824191241963,358.1209218321,-12.68667816789997,369.44299607606797,-1.3646039239320105
2021,Closed Count,,,,,,,360.1120188906,,,
2021,Exposure,,470120129.1,,,,,,,,
2021,Incurred Loss,47,1011313.279736,1.4836102000942026,0.6740314942135774,1500394.6973070514,489081.4175710514,1410360.3873,399047.10756400006,1471046.3478045412,459733.06806854124
2021,Paid Loss,47,974979.4133360002,1.8017997644122148,0.5550006275676371,1756717.6772555646,781738.2639195644,1410360.3873,435380.9739639999,1602588.9005879643,627609.4872519643
2021,Reported Count,47,329.90000000000003,0.996204008712,1.0038104557448106,328.6477024740888,-1.2522975259112172,360.1120188906,30.21201889059995,328.527809088843,-1.3721909111570474
2022,Closed Count,,,,,,,339.98147490440005,,,
2022,Exposure,,479522531.6,,,,,,,,
2022,Incurred Loss,35,827416.1066440007,1.624256447063133,0.6156663264647217,1343935.945620395,516519.8389763943,959045.0632,131628.95655599935,1196009.4188695299,368593.3122255291
2022,Paid Loss,35,791103.7101360001,2.040898593149716,0.4899802485809456,1614562.449052083,823458.738916083,959045.0632,167941.35306400002,1280235.6348689354,489131.9247329353
2022,Reported Count,35,298.2296,0.9970009719189696,1.0030080493053664,297.33520105500554,-0.8943989449944638,339.98147490440005,41.75187490440004,297.2069189605764,-1.0226810394236097
2023,Closed Count,,,,,,,317.4343255127,,,
2023,Exposure,,489112982.3,,,,,,,,
2023,Incurred Loss,23,1651756.6743519998,1.9685988138405173,0.507975516885084,3251646.2298825043,1599889.5555305046,978225.9646,-673530.7097519997,2133067.798953905,481311.12460190506
2023,Paid Loss,23,1199242.068356001,2.946037119211615,0.3394390360796298,3533011.648296892,2333769.579940891,978225.9646,-221016.103756001,1845419.954464111,646177.88610811
2023,Reported Count,23,304.8276,0.9970009719189696,1.0030080493053664,303.9134134677269,-0.9141865322731064,317.4343255127,12.606725512699938,303.87274189764213,-0.954858102357915
2024,Closed Count,,,,,,,292.3526117534,,,
2024,Exposure,,498895241.9,,,,,,,,
2024,Incurred Loss,11,890155.221828,3.239526208055956,0.3086871152680384,2883681.1703496687,1993525.9485216688,997790.4838,107635.26197199988,1579940.6395418777,689785.4177138776
2024,Paid Loss,11,355247.76093199995,7.519759746787647,0.1329829720194436,2671377.8127928944,2316130.0518608945,997790.4838,642542.7228679999,1220349.1007435576,865101.3398115576
2024,Reported Count,11,256.0024,1.114647086605408,0.8971449457114188,285.3523293239924,29.349929323992345,292.3526117534,36.35021175339995,286.0723437533045,30.069943753304468
